#Key      Site YYYY-MM-DD HM:MI:SC           X[m]          Y[m]          Z[m]     dN[m]    dE[m]    dU[m]     rN[m]    rE[m]    rU[m]  s1D[m]  Used  NoK  Have  Expt SV XX DOP C[s] A[#]   R[%]
 FIT KZ0100CZE 2025-06-29 12:00:00   3975230.9554   992210.6535  4872326.6501    0.0003   0.0006  -0.0011    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-06-30 12:00:00   3975230.9578   992210.6534  4872326.6541    0.0011  -0.0001   0.0035    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-01 12:00:00   3975230.9576   992210.6544  4872326.6530    0.0004   0.0009   0.0027    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-02 12:00:00   3975230.9552   992210.6536  4872326.6508    0.0008   0.0007  -0.0007    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-03 12:00:00   3975230.9582   992210.6551  4872326.6529   -0.0003   0.0014   0.0030    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-04 12:00:00   3975230.9554   992210.6532  4872326.6510    0.0009   0.0003  -0.0005    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-05 12:00:00   3975230.9584   992210.6556  4872326.6533   -0.0004   0.0019   0.0035    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-06 12:00:00   3975230.9578   992210.6554  4872326.6530   -0.0001   0.0018   0.0029    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-07 12:00:00   3975230.9580   992210.6544  4872326.6524   -0.0003   0.0008   0.0024    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-08 12:00:00   3975230.9583   992210.6539  4872326.6530   -0.0002   0.0003   0.0030    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-09 12:00:00   3975230.9541   992210.6530  4872326.6485    0.0002   0.0003  -0.0033    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-10 12:00:00   3975230.9545   992210.6541  4872326.6493    0.0003   0.0014  -0.0023    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-11 12:00:00   3975230.9549   992210.6535  4872326.6471   -0.0013   0.0007  -0.0038    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-12 12:00:00   3975230.9573   992210.6543  4872326.6509   -0.0008   0.0009   0.0008    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-13 12:00:00   3975230.9551   992210.6535  4872326.6483   -0.0007   0.0006  -0.0027    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-14 12:00:00   3975230.9594   992210.6545  4872326.6544   -0.0002   0.0005   0.0048    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-15 12:00:00   3975230.9543   992210.6534  4872326.6502    0.0012   0.0008  -0.0018    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-16 12:00:00   3975230.9551   992210.6524  4872326.6492    0.0000  -0.0004  -0.0023    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-17 12:00:00   3975230.9545   992210.6528  4872326.6485   -0.0000   0.0001  -0.0031    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
